fileName,name,contentUrl,encodingFormat
benthic_sampling_event_habitat_summaries.csv,benthic_sampling_event_habitat_summaries,https://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=6620,csv
benthic_specicies_habitat_summaries.csv,benthic_specicies_habitat_summaries,https://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=6620,csv
